# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/fl/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-11-15 07:16:17 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02323500 SUWANNEE RIVER NEAR WILCOX, FLA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 02323500
#    DD parameter statistic   Description
#    05   00055     00001     Stream velocity, feet per second (Maximum)
#    05   00055     00002     Stream velocity, feet per second (Minimum)
#    05   00055     00003     Stream velocity, feet per second (Mean)
#    06   00065     00003     Gage height, feet (Mean)
#    07   00060     00003     Discharge, cubic feet per second (Mean)
#    13   72020     00003     Elevation above NGVD 1929, feet (Mean)
#    15   00065     00003     Gage height, feet (Mean), [(2)]
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	05_00055_00001	05_00055_00001_cd	05_00055_00002	05_00055_00002_cd	05_00055_00003	05_00055_00003_cd	06_00065_00003	06_00065_00003_cd	07_00060_00003	07_00060_00003_cd	13_72020_00003	13_72020_00003_cd	15_00065_00003	15_00065_00003_cd
USGS	02323500	1947-07-25									7600	A				
USGS	02323500	1947-07-26									7600	A				
USGS	02323500	1947-07-27									7600	A				
USGS	02323500	1947-07-28									7600	A				
USGS	02323500	1947-07-29									7600	A				
USGS	02323500	1947-07-30									7600	A				
USGS	02323500	1947-07-31									7600	A				
USGS	02323500	1947-08-01									7700	A				
USGS	02323500	1947-08-02									7700	A				
USGS	02323500	1947-08-03									7700	A				
USGS	02323500	1947-08-04									7700	A				
USGS	02323500	1947-08-05									7700	A				
USGS	02323500	1947-08-06									7700	A				
USGS	02323500	1947-08-07									7700	A				
USGS	02323500	1947-08-08									7700	A				
USGS	02323500	1947-08-09									7700	A				
USGS	02323500	1947-08-10									7700	A				
USGS	02323500	1947-08-11									7600	A				
USGS	02323500	1947-08-12									7600	A				
USGS	02323500	1947-08-13									7600	A				
USGS	02323500	1947-08-14									7600	A				
USGS	02323500	1947-08-15									7600	A				
USGS	02323500	1947-08-16									7600	A				
USGS	02323500	1947-08-17									7600	A				
USGS	02323500	1947-08-18									7600	A				
USGS	02323500	1947-08-19									7600	A				
USGS	02323500	1947-08-20									7600	A				
USGS	02323500	1947-08-21									7700	A				
USGS	02323500	1947-08-22									7700	A				
USGS	02323500	1947-08-23									7700	A				
USGS	02323500	1947-08-24									7700	A				
USGS	02323500	1947-08-25									7700	A				
USGS	02323500	1947-08-26									7900	A				
USGS	02323500	1947-08-27									7900	A				
USGS	02323500	1947-08-28									7900	A				
USGS	02323500	1947-08-29									7900	A				
USGS	02323500	1947-08-30									7900	A				
USGS	02323500	1947-08-31									7900	A				
USGS	02323500	1947-09-01									7900	A				
USGS	02323500	1947-09-02									7900	A				
USGS	02323500	1947-09-03									7900	A				
USGS	02323500	1947-09-04									7900	A				
USGS	02323500	1947-09-05									7900	A				
USGS	02323500	1947-09-06									7400	A				
USGS	02323500	1947-09-07									7400	A				
USGS	02323500	1947-09-08									7400	A				
USGS	02323500	1947-09-09									7400	A				
USGS	02323500	1947-09-10									7400	A				
USGS	02323500	1947-09-11									7000	A				
USGS	02323500	1947-09-12									7000	A				
USGS	02323500	1947-09-13									7000	A				
USGS	02323500	1947-09-14									7000	A				
USGS	02323500	1947-09-15									7000	A				
USGS	02323500	1947-09-16									7000	A				
USGS	02323500	1947-09-17									7000	A				
USGS	02323500	1947-09-18									7000	A				
USGS	02323500	1947-09-19									7000	A				
USGS	02323500	1947-09-20									7000	A				
USGS	02323500	1947-09-21									7400	A				
USGS	02323500	1947-09-22									7400	A				
USGS	02323500	1947-09-23									7400	A				
USGS	02323500	1947-09-24									9000	A				
USGS	02323500	1947-09-25									9000	A				
USGS	02323500	1947-09-26									9000	A				
USGS	02323500	1947-09-27							6.00	A	11600	A	5.47	A		
USGS	02323500	1947-09-28							6.10	A	11800	A	5.57	A		
USGS	02323500	1947-09-29							6.60	A	12800	A	6.07	A		
USGS	02323500	1947-09-30							6.90	A	13400	A	6.37	A		
USGS	02323500	1947-10-01							7.40	A	14400	A	6.87	A		
USGS	02323500	1947-10-02							7.50	A	14700	A	6.97	A		
USGS	02323500	1947-10-03							7.70	A	15100	A	7.17	A		
USGS	02323500	1947-10-04							7.82	A	15300	A	7.29	A		
USGS	02323500	1947-10-05							7.78	A	15300	A	7.25	A		
USGS	02323500	1947-10-06							7.68	A	15100	A	7.15	A		
USGS	02323500	1947-10-07							7.72	A	15100	A	7.19	A		
USGS	02323500	1947-10-08							7.76	A	15300	A	7.23	A		
USGS	02323500	1947-10-09							7.72	A	15100	A	7.19	A		
USGS	02323500	1947-10-10							7.60	A	14900	A	7.07	A		
USGS	02323500	1947-10-11							7.52	A	14700	A	6.99	A		
USGS	02323500	1947-10-12							7.48	A	14700	A	6.95	A		
USGS	02323500	1947-10-13							7.46	A	14700	A	6.93	A		
USGS	02323500	1947-10-14							7.52	A	14700	A	6.99	A		
USGS	02323500	1947-10-15							7.58	A	14900	A	7.05	A		
USGS	02323500	1947-10-16							7.82	A	15300	A	7.29	A		
USGS	02323500	1947-10-17							8.26	A	16300	A	7.73	A		
USGS	02323500	1947-10-18							8.34	A	16300	A	7.81	A		
USGS	02323500	1947-10-19							8.48	A	16800	A	7.95	A		
USGS	02323500	1947-10-20							8.82	A	17400	A	8.29	A		
USGS	02323500	1947-10-21							8.98	A	17900	A	8.45	A		
USGS	02323500	1947-10-22							9.46	A	19100	A	8.93	A		
USGS	02323500	1947-10-23							9.90	A	20100	A	9.37	A		
USGS	02323500	1947-10-24							10.25	A	20900	A	9.72	A		
USGS	02323500	1947-10-25							10.60	A	22000	A	10.07	A		
USGS	02323500	1947-10-26							10.85	A	22500	A	10.32	A		
USGS	02323500	1947-10-27							11.10	A	23400	A	10.57	A		
USGS	02323500	1947-10-28							11.30	A	24000	A	10.77	A		
USGS	02323500	1947-10-29							11.50	A	24600	A	10.97	A		
USGS	02323500	1947-10-30							11.70	A	25200	A	11.17	A		
USGS	02323500	1947-10-31							11.90	A	25800	A	11.37	A		
USGS	02323500	1947-11-01							12.15	A	26700	A	11.62	A		
USGS	02323500	1947-11-02							12.45	A	27300	A	11.92	A		
USGS	02323500	1947-11-03							12.70	A	28200	A	12.17	A		
USGS	02323500	1947-11-04							12.85	A	28600	A	12.32	A		
USGS	02323500	1947-11-05							13.00	A	29200	A	12.47	A		
USGS	02323500	1947-11-06							13.10	A	29500	A	12.57	A		
USGS	02323500	1947-11-07							13.20	A	29900	A	12.67	A		
USGS	02323500	1947-11-08							13.35	A	30500	A	12.82	A		
USGS	02323500	1947-11-09							13.40	A	30500	A	12.87	A		
USGS	02323500	1947-11-10							13.40	A	30500	A	12.87	A		
USGS	02323500	1947-11-11							13.45	A	30500	A	12.92	A		
USGS	02323500	1947-11-12							13.65	A	31200	A	13.12	A		
USGS	02323500	1947-11-13							13.80	A	32000	A	13.27	A		
USGS	02323500	1947-11-14							13.85	A	32000	A	13.32	A		
USGS	02323500	1947-11-15							13.90	A	32400	A	13.37	A		
USGS	02323500	1947-11-16							14.05	A	32800	A	13.52	A		
USGS	02323500	1947-11-17							14.20	A	33600	A	13.67	A		
USGS	02323500	1947-11-18							14.30	A	34000	A	13.77	A		
USGS	02323500	1947-11-19							14.50	A	34800	A	13.97	A		
USGS	02323500	1947-11-20							14.60	A	35300	A	14.07	A		
USGS	02323500	1947-11-21							14.75	A	36100	A	14.22	A		
USGS	02323500	1947-11-22							14.85	A	36100	A	14.32	A		
USGS	02323500	1947-11-23							14.95	A	36900	A	14.42	A		
USGS	02323500	1947-11-24							15.05	A	36900	A	14.52	A		
USGS	02323500	1947-11-25							15.05	A	36900	A	14.52	A		
USGS	02323500	1947-11-26							15.15	A	37800	A	14.62	A		
USGS	02323500	1947-11-27							15.15	A	37800	A	14.62	A		
USGS	02323500	1947-11-28							15.15	A	37800	A	14.62	A		
USGS	02323500	1947-11-29							15.15	A	37800	A	14.62	A		
USGS	02323500	1947-11-30							15.10	A	37400	A	14.57	A		
USGS	02323500	1947-12-01							15.05	A	36900	A	14.52	A		
USGS	02323500	1947-12-02							15.00	A	36900	A	14.47	A		
USGS	02323500	1947-12-03							14.90	A	36500	A	14.37	A		
USGS	02323500	1947-12-04							14.85	A	36100	A	14.32	A		
USGS	02323500	1947-12-05							14.70	A	35700	A	14.17	A		
USGS	02323500	1947-12-06							14.60	A	35300	A	14.07	A		
USGS	02323500	1947-12-07							14.40	A	34400	A	13.87	A		
USGS	02323500	1947-12-08							14.35	A	34400	A	13.82	A		
USGS	02323500	1947-12-09							14.30	A	34000	A	13.77	A		
USGS	02323500	1947-12-10							14.20	A	33600	A	13.67	A		
USGS	02323500	1947-12-11							14.05	A	32800	A	13.52	A		
USGS	02323500	1947-12-12							13.95	A	32800	A	13.42	A		
USGS	02323500	1947-12-13							13.75	A	32000	A	13.22	A		
USGS	02323500	1947-12-14							13.55	A	31200	A	13.02	A		
USGS	02323500	1947-12-15							13.45	A	30500	A	12.92	A		
USGS	02323500	1947-12-16							13.30	A	30200	A	12.77	A		
USGS	02323500	1947-12-17							13.15	A	29900	A	12.62	A		
USGS	02323500	1947-12-18							12.90	A	28900	A	12.37	A		
USGS	02323500	1947-12-19							12.90	A	28900	A	12.37	A		
USGS	02323500	1947-12-20							12.85	A	28600	A	12.32	A		
USGS	02323500	1947-12-21							12.95	A	29200	A	12.42	A		
USGS	02323500	1947-12-22							13.05	A	29200	A	12.52	A		
USGS	02323500	1947-12-23							13.20	A	29900	A	12.67	A		
USGS	02323500	1947-12-24							13.30	A	30200	A	12.77	A		
USGS	02323500	1947-12-25							13.50	A	30900	A	12.97	A		
USGS	02323500	1947-12-26							13.70	A	31600	A	13.17	A		
USGS	02323500	1947-12-27							13.90	A	32400	A	13.37	A		
USGS	02323500	1947-12-28							14.15	A	33600	A	13.62	A		
USGS	02323500	1947-12-29							14.40	A	34400	A	13.87	A		
USGS	02323500	1947-12-30							14.55	A	35300	A	14.02	A		
USGS	02323500	1947-12-31							14.63	A	35300	A	14.10	A		
USGS	02323500	1948-01-01							14.80	A	36100	A	14.27	A		
USGS	02323500	1948-01-02							14.80	A	36100	A	14.27	A		
USGS	02323500	1948-01-03							14.75	A	36100	A	14.22	A		
USGS	02323500	1948-01-04							14.65	A	35300	A	14.12	A		
USGS	02323500	1948-01-05							14.55	A	35300	A	14.02	A		
USGS	02323500	1948-01-06							14.35	A	34400	A	13.82	A		
USGS	02323500	1948-01-07							14.15	A	33600	A	13.62	A		
USGS	02323500	1948-01-08							13.90	A	32400	A	13.37	A		
USGS	02323500	1948-01-09							13.75	A	32000	A	13.22	A		
USGS	02323500	1948-01-10							13.55	A	31200	A	13.02	A		
USGS	02323500	1948-01-11							13.30	A	30200	A	12.77	A		
USGS	02323500	1948-01-12							13.00	A	29200	A	12.47	A		
USGS	02323500	1948-01-13							12.70	A	28200	A	12.17	A		
USGS	02323500	1948-01-14							12.50	A	27600	A	11.97	A		
USGS	02323500	1948-01-15							12.20	A	26700	A	11.67	A		
USGS	02323500	1948-01-16							11.90	A	25800	A	11.37	A		
USGS	02323500	1948-01-17							11.65	A	24900	A	11.12	A		
USGS	02323500	1948-01-18							11.45	A	24300	A	10.92	A		
USGS	02323500	1948-01-19							11.25	A	23700	A	10.72	A		
USGS	02323500	1948-01-20							11.05	A	23100	A	10.52	A		
USGS	02323500	1948-01-21							10.90	A	22800	A	10.37	A		
USGS	02323500	1948-01-22							10.75	A	22500	A	10.22	A		
USGS	02323500	1948-01-23							10.70	A	22300	A	10.17	A		
USGS	02323500	1948-01-24							10.65	A	22000	A	10.12	A		
USGS	02323500	1948-01-25							10.65	A	22000	A	10.12	A		
USGS	02323500	1948-01-26							10.55	A	22000	A	10.02	A		
USGS	02323500	1948-01-27							10.45	A	21400	A	9.92	A		
USGS	02323500	1948-01-28							10.45	A	21400	A	9.92	A		
USGS	02323500	1948-01-29							10.45	A	21400	A	9.92	A		
USGS	02323500	1948-01-30							10.45	A	21400	A	9.92	A		
USGS	02323500	1948-01-31							10.45	A	21400	A	9.92	A		
USGS	02323500	1948-02-01							10.50	A	21700	A	9.97	A		
USGS	02323500	1948-02-02							10.55	A	22000	A	10.02	A		
USGS	02323500	1948-02-03							10.60	A	22000	A	10.07	A		
USGS	02323500	1948-02-04							10.70	A	22300	A	10.17	A		
USGS	02323500	1948-02-05							10.80	A	22500	A	10.27	A		
USGS	02323500	1948-02-06							10.85	A	22500	A	10.32	A		
USGS	02323500	1948-02-07							10.90	A	22800	A	10.37	A		
USGS	02323500	1948-02-08							10.95	A	23100	A	10.42	A		
USGS	02323500	1948-02-09							11.00	A	23100	A	10.47	A		
USGS	02323500	1948-02-10							11.00	A	23100	A	10.47	A		
USGS	02323500	1948-02-11							11.00	A	23100	A	10.47	A		
USGS	02323500	1948-02-12							10.95	A	23100	A	10.42	A		
USGS	02323500	1948-02-13							10.90	A	22800	A	10.37	A		
USGS	02323500	1948-02-14							10.85	A	22500	A	10.32	A		
USGS	02323500	1948-02-15							10.75	A	22500	A	10.22	A		
USGS	02323500	1948-02-16							10.65	A	22000	A	10.12	A		
USGS	02323500	1948-02-17							10.60	A	22000	A	10.07	A		
USGS	02323500	1948-02-18							10.60	A	22000	A	10.07	A		
USGS	02323500	1948-02-19							10.50	A	21700	A	9.97	A		
USGS	02323500	1948-02-20							10.40	A	21400	A	9.87	A		
USGS	02323500	1948-02-21							10.30	A	21200	A	9.77	A		
USGS	02323500	1948-02-22							10.30	A	21200	A	9.77	A		
USGS	02323500	1948-02-23							10.30	A	21200	A	9.77	A		
USGS	02323500	1948-02-24							10.30	A	21200	A	9.77	A		
USGS	02323500	1948-02-25							10.20	A	20900	A	9.67	A		
USGS	02323500	1948-02-26							9.95	A	20400	A	9.42	A		
USGS	02323500	1948-02-27							9.60	A	19300	A	9.07	A		
USGS	02323500	1948-02-28							9.30	A	18600	A	8.77	A		
USGS	02323500	1948-02-29							9.25	A	18300	A	8.72	A		
USGS	02323500	1948-03-01							9.25	A	18300	A	8.72	A		
USGS	02323500	1948-03-02							9.25	A	18300	A	8.72	A		
USGS	02323500	1948-03-03							9.40	A	18800	A	8.87	A		
USGS	02323500	1948-03-04							9.60	A	19300	A	9.07	A		
USGS	02323500	1948-03-05							9.50	A	19100	A	8.97	A		
USGS	02323500	1948-03-06							9.40	A	18800	A	8.87	A		
USGS	02323500	1948-03-07							9.50	A	19100	A	8.97	A		
USGS	02323500	1948-03-08							9.65	A	19300	A	9.12	A		
USGS	02323500	1948-03-09							9.90	A	20100	A	9.37	A		
USGS	02323500	1948-03-10							10.65	A	22000	A	10.12	A		
USGS	02323500	1948-03-11							11.00	A	23100	A	10.47	A		
USGS	02323500	1948-03-12							11.40	A	24300	A	10.87	A		
USGS	02323500	1948-03-13							11.85	A	25500	A	11.32	A		
USGS	02323500	1948-03-14							12.60	A	27900	A	12.07	A		
USGS	02323500	1948-03-15							13.30	A	30200	A	12.77	A		
USGS	02323500	1948-03-16							14.00	A	32800	A	13.47	A		
USGS	02323500	1948-03-17							14.50	A	34800	A	13.97	A		
USGS	02323500	1948-03-18							14.95	A	36900	A	14.42	A		
USGS	02323500	1948-03-19							15.25	A	37800	A	14.72	A		
USGS	02323500	1948-03-20							15.60	A	39500	A	15.07	A		
USGS	02323500	1948-03-21							16.00	A	41300	A	15.47	A		
USGS	02323500	1948-03-22							16.35	A	43100	A	15.82	A		
USGS	02323500	1948-03-23							16.60	A	44000	A	16.07	A		
USGS	02323500	1948-03-24							16.85	A	44900	A	16.32	A		
USGS	02323500	1948-03-25							17.00	A	45800	A	16.47	A		
USGS	02323500	1948-03-26							17.05	A	45800	A	16.52	A		
USGS	02323500	1948-03-27							17.10	A	46300	A	16.57	A		
USGS	02323500	1948-03-28							17.10	A	46300	A	16.57	A		
USGS	02323500	1948-03-29							16.95	A	45800	A	16.42	A		
USGS	02323500	1948-03-30							16.85	A	44900	A	16.32	A		
USGS	02323500	1948-03-31							16.70	A	44400	A	16.17	A		
USGS	02323500	1948-04-01							16.55	A	44000	A	16.02	A		
USGS	02323500	1948-04-02							16.70	A	44400	A	16.17	A		
USGS	02323500	1948-04-03							16.60	A	44000	A	16.07	A		
USGS	02323500	1948-04-04							16.50	A	43500	A	15.97	A		
USGS	02323500	1948-04-05							16.55	A	44000	A	16.02	A		
USGS	02323500	1948-04-06							16.80	A	44900	A	16.27	A		
USGS	02323500	1948-04-07							17.25	A	46800	A	16.72	A		
USGS	02323500	1948-04-08							18.10	A	51000	A	17.57	A		
USGS	02323500	1948-04-09							18.80	A	54200	A	18.27	A		
USGS	02323500	1948-04-10							19.90	A	59400	A	19.37	A		
USGS	02323500	1948-04-11							20.85	A	68700	A	20.32	A		
USGS	02323500	1948-04-12							21.85	A	78000	A	21.32	A		
USGS	02323500	1948-04-13							22.18	A	83400	A	21.65	A		
USGS	02323500	1948-04-14							22.32	A	84700	A	21.79	A		
USGS	02323500	1948-04-15							22.22	A	83400	A	21.69	A		
USGS	02323500	1948-04-16							22.04	A	80700	A	21.51	A		
USGS	02323500	1948-04-17							21.66	A	76700	A	21.13	A		
USGS	02323500	1948-04-18							21.20	A	70600	A	20.67	A		
USGS	02323500	1948-04-19							20.84	A	66400	A	20.31	A		
USGS	02323500	1948-04-20							20.15	A	61300	A	19.62	A		
USGS	02323500	1948-04-21							19.65	A	58000	A	19.12	A		
USGS	02323500	1948-04-22							19.20	A	56100	A	18.67	A		
USGS	02323500	1948-04-23							18.65	A	53300	A	18.12	A		
USGS	02323500	1948-04-24							18.10	A	51000	A	17.57	A		
USGS	02323500	1948-04-25							17.75	A	49600	A	17.22	A		
USGS	02323500	1948-04-26							17.45	A	47700	A	16.92	A		
USGS	02323500	1948-04-27							17.05	A	45800	A	16.52	A		
USGS	02323500	1948-04-28							16.55	A	44000	A	16.02	A		
USGS	02323500	1948-04-29							16.10	A	41700	A	15.57	A		
USGS	02323500	1948-04-30							15.82	A	40400	A	15.29	A		
USGS	02323500	1948-05-01							15.55	A	39500	A	15.02	A		
USGS	02323500	1948-05-02							14.90	A	36500	A	14.37	A		
USGS	02323500	1948-05-03							14.40	A	34400	A	13.87	A		
USGS	02323500	1948-05-04							14.00	A	32800	A	13.47	A		
USGS	02323500	1948-05-05							13.65	A	31200	A	13.12	A		
USGS	02323500	1948-05-06							13.30	A	30200	A	12.77	A		
USGS	02323500	1948-05-07							12.60	A	27900	A	12.07	A		
USGS	02323500	1948-05-08							12.30	A	27000	A	11.77	A		
USGS	02323500	1948-05-09							11.90	A	25800	A	11.37	A		
USGS	02323500	1948-05-10							11.45	A	24300	A	10.92	A		
USGS	02323500	1948-05-11							11.15	A	23700	A	10.62	A		
USGS	02323500	1948-05-12							10.80	A	22500	A	10.27	A		
USGS	02323500	1948-05-13							10.55	A	22000	A	10.02	A		
USGS	02323500	1948-05-14							10.30	A	21200	A	9.77	A		
USGS	02323500	1948-05-15							10.05	A	20400	A	9.52	A		
USGS	02323500	1948-05-16							9.90	A	20100	A	9.37	A		
USGS	02323500	1948-05-17							9.55	A	19300	A	9.02	A		
USGS	02323500	1948-05-18							9.30	A	18600	A	8.77	A		
USGS	02323500	1948-05-19							9.15	A	18300	A	8.62	A		
USGS	02323500	1948-05-20							9.05	A	17900	A	8.52	A		
USGS	02323500	1948-05-21							8.95	A	17900	A	8.42	A		
USGS	02323500	1948-05-22							8.82	A	17400	A	8.29	A		
USGS	02323500	1948-05-23							8.68	A	17200	A	8.15	A		
USGS	02323500	1948-05-24							8.55	A	17000	A	8.02	A		
USGS	02323500	1948-05-25							8.40	A	16600	A	7.87	A		
USGS	02323500	1948-05-26							8.00	A	16300	A	7.47	A		
USGS	02323500	1948-05-27							8.15	A	16100	A	7.62	A		
USGS	02323500	1948-05-28							7.95	A	15700	A	7.42	A		
USGS	02323500	1948-05-29							7.90	A	15500	A	7.37	A		
USGS	02323500	1948-05-30							7.80	A	15300	A	7.27	A		
USGS	02323500	1948-05-31							7.75	A	15300	A	7.22	A		
USGS	02323500	1948-06-01							7.65	A	14900	A	7.12	A		
USGS	02323500	1948-06-02							7.55	A	14900	A	7.02	A		
USGS	02323500	1948-06-03							7.45	A	14400	A	6.92	A		
USGS	02323500	1948-06-04							7.40	A	14400	A	6.87	A		
USGS	02323500	1948-06-05							7.30	A	14200	A	6.77	A		
USGS	02323500	1948-06-06							7.20	A	14000	A	6.67	A		
USGS	02323500	1948-06-07							7.05	A	13600	A	6.52	A		
USGS	02323500	1948-06-08							7.00	A	13600	A	6.47	A		
USGS	02323500	1948-06-09							7.00	A	13600	A	6.47	A		
USGS	02323500	1948-06-10							7.00	A	13600	A	6.47	A		
USGS	02323500	1948-06-11							6.92	A	13400	A	6.39	A		
USGS	02323500	1948-06-12							6.85	A	13200	A	6.32	A		
USGS	02323500	1948-06-13							6.55	A	12800	A	6.02	A		
USGS	02323500	1948-06-14							6.45	A	12400	A	5.92	A		
USGS	02323500	1948-06-15							6.40	A	12400	A	5.87	A		
USGS	02323500	1948-06-16							6.30	A	12200	A	5.77	A		
USGS	02323500	1948-06-17							6.20	A	12000	A	5.67	A		
USGS	02323500	1948-06-18							6.10	A	11800	A	5.57	A		
USGS	02323500	1948-06-19							6.00	A	11600	A	5.47	A		
USGS	02323500	1948-06-20									11200	A				
USGS	02323500	1948-06-21									11200	A				
USGS	02323500	1948-06-22									11200	A				
USGS	02323500	1948-06-23									11200	A				
USGS	02323500	1948-06-24									11200	A				
USGS	02323500	1948-06-25									11200	A				
USGS	02323500	1948-06-26									10900	A				
USGS	02323500	1948-06-27									10900	A				
USGS	02323500	1948-06-28									10900	A				
USGS	02323500	1948-06-29									10900	A				
USGS	02323500	1948-06-30									10900	A				
USGS	02323500	1948-07-01									10800	A				
USGS	02323500	1948-07-02									10800	A				
USGS	02323500	1948-07-03									10800	A				
USGS	02323500	1948-07-04									10800	A				
USGS	02323500	1948-07-05									10800	A				
USGS	02323500	1948-07-06									10700	A				
USGS	02323500	1948-07-07									10700	A				
USGS	02323500	1948-07-08									10700	A				
USGS	02323500	1948-07-09									10700	A				
USGS	02323500	1948-07-10									10700	A				
USGS	02323500	1948-07-11									10600	A				
USGS	02323500	1948-07-12									10600	A				
USGS	02323500	1948-07-13									10600	A				
USGS	02323500	1948-07-14									10600	A				
USGS	02323500	1948-07-15									10600	A				
USGS	02323500	1948-07-16									10700	A				
USGS	02323500	1948-07-17									10700	A				
USGS	02323500	1948-07-18									10700	A				
USGS	02323500	1948-07-19									10700	A				
USGS	02323500	1948-07-20									10700	A				
USGS	02323500	1948-07-21									11100	A				
USGS	02323500	1948-07-22									11100	A				
USGS	02323500	1948-07-23									11100	A				
USGS	02323500	1948-07-24									11100	A				
USGS	02323500	1948-07-25									11100	A				
USGS	02323500	1948-07-26									11100	A				
USGS	02323500	1948-07-27							6.00	A	11600	A	5.47	A		
USGS	02323500	1948-07-28							6.05	A	11600	A	5.52	A		
USGS	02323500	1948-07-29							6.10	A	11800	A	5.57	A		
USGS	02323500	1948-07-30							6.15	A	12000	A	5.62	A		
USGS	02323500	1948-07-31							6.25	A	12000	A	5.72	A		
USGS	02323500	1948-08-01							6.30	A	12200	A	5.77	A		
USGS	02323500	1948-08-02							6.45	A	12400	A	5.92	A		
USGS	02323500	1948-08-03							6.70	A	13000	A	6.17	A		
USGS	02323500	1948-08-04							6.90	A	13400	A	6.37	A		
USGS	02323500	1948-08-05							7.00	A	13600	A	6.47	A		
USGS	02323500	1948-08-06							7.10	A	13800	A	6.57	A		
USGS	02323500	1948-08-07							7.15	A	14000	A	6.62	A		
USGS	02323500	1948-08-08							7.15	A	14000	A	6.62	A		
USGS	02323500	1948-08-09							7.35	A	14400	A	6.82	A		
USGS	02323500	1948-08-10							7.50	A	14700	A	6.97	A		
USGS	02323500	1948-08-11							7.65	A	14900	A	7.12	A		
USGS	02323500	1948-08-12							7.75	A	15300	A	7.22	A		
USGS	02323500	1948-08-13							7.95	A	15700	A	7.42	A		
USGS	02323500	1948-08-14							8.15	A	16100	A	7.62	A		
USGS	02323500	1948-08-15							8.20	A	16100	A	7.67	A		
USGS	02323500	1948-08-16							8.20	A	16100	A	7.67	A		
USGS	02323500	1948-08-17							8.20	A	16100	A	7.67	A		
USGS	02323500	1948-08-18							8.15	A	16100	A	7.62	A		
USGS	02323500	1948-08-19							8.10	A	15900	A	7.57	A		
USGS	02323500	1948-08-20							8.05	A	15700	A	7.52	A		
USGS	02323500	1948-08-21							8.05	A	15700	A	7.52	A		
USGS	02323500	1948-08-22							8.05	A	15700	A	7.52	A		
USGS	02323500	1948-08-23							8.07	A	15900	A	7.54	A		
USGS	02323500	1948-08-24							7.95	A	15700	A	7.42	A		
USGS	02323500	1948-08-25							7.95	A	15700	A	7.42	A		
USGS	02323500	1948-08-26							7.85	A	15300	A	7.32	A		
USGS	02323500	1948-08-27							7.80	A	15300	A	7.27	A		
USGS	02323500	1948-08-28							7.75	A	15300	A	7.22	A		
USGS	02323500	1948-08-29							7.65	A	14900	A	7.12	A		
USGS	02323500	1948-08-30							7.60	A	14900	A	7.07	A		
USGS	02323500	1948-08-31							7.55	A	14900	A	7.02	A		
USGS	02323500	1948-09-01							7.50	A	14700	A	6.97	A		
USGS	02323500	1948-09-02							7.45	A	14400	A	6.92	A		
USGS	02323500	1948-09-03							7.40	A	14400	A	6.87	A		
USGS	02323500	1948-09-04							7.30	A	14200	A	6.77	A		
USGS	02323500	1948-09-05							7.25	A	14000	A	6.72	A		
USGS	02323500	1948-09-06							7.20	A	14000	A	6.67	A		
USGS	02323500	1948-09-07							7.15	A	14000	A	6.62	A		
USGS	02323500	1948-09-08							7.10	A	13800	A	6.57	A		
USGS	02323500	1948-09-09							7.05	A	13600	A	6.52	A		
USGS	02323500	1948-09-10							7.00	A	13600	A	6.47	A		
USGS	02323500	1948-09-11							6.90	A	13400	A	6.37	A		
USGS	02323500	1948-09-12							6.80	A	13200	A	6.27	A		
USGS	02323500	1948-09-13							6.65	A	12800	A	6.12	A		
USGS	02323500	1948-09-14							6.50	A	12600	A	5.97	A		
USGS	02323500	1948-09-15							6.30	A	12200	A	5.77	A		
USGS	02323500	1948-09-16							6.15	A	12000	A	5.62	A		
USGS	02323500	1948-09-17							6.00	A	11600	A	5.47	A		
USGS	02323500	1948-09-18									11300	A				
USGS	02323500	1948-09-19									11300	A				
USGS	02323500	1948-09-20									11300	A				
USGS	02323500	1948-09-21									10900	A				
USGS	02323500	1948-09-22									10900	A				
USGS	02323500	1948-09-23									10900	A				
USGS	02323500	1948-09-24									10900	A				
USGS	02323500	1948-09-25									10900	A				
USGS	02323500	1948-09-26									10700	A				
USGS	02323500	1948-09-27									10700	A				
USGS	02323500	1948-09-28									10700	A				
USGS	02323500	1948-09-29									10700	A				
USGS	02323500	1948-09-30									10700	A				
USGS	02323500	1948-10-01									11300	A				
USGS	02323500	1948-10-02							6.05	A	11600	A	5.52	A		
USGS	02323500	1948-10-03							6.20	A	12000	A	5.67	A		
USGS	02323500	1948-10-04							6.40	A	12400	A	5.87	A		
USGS	02323500	1948-10-05							6.50	A	12600	A	5.97	A		
USGS	02323500	1948-10-06							6.80	A	13200	A	6.27	A		
USGS	02323500	1948-10-07							7.20	A	14000	A	6.67	A		
