# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-11-15 07:32:13 EST       (vaww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02366500 CHOCTAWHATCHEE RIVER NR BRUCE, FLA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 02366500
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd
USGS	02366500	1941-04-05	8500	A
USGS	02366500	1941-04-06	9250	A
USGS	02366500	1941-04-07	10000	A
USGS	02366500	1941-04-08	10600	A
USGS	02366500	1941-04-09	10600	A
USGS	02366500	1941-04-10	10300	A
USGS	02366500	1941-04-11	9500	A
USGS	02366500	1941-04-12	8500	A
USGS	02366500	1941-04-13	7570	A
USGS	02366500	1941-04-14	6780	A
USGS	02366500	1941-04-15	6250	A
USGS	02366500	1941-04-16	5760	A
USGS	02366500	1941-04-17	5160	A
USGS	02366500	1941-04-18	4890	A
USGS	02366500	1941-04-19	4510	A
USGS	02366500	1941-04-20	4280	A
USGS	02366500	1941-04-21	4170	A
USGS	02366500	1941-04-22	4060	A
USGS	02366500	1941-04-23	3960	A
USGS	02366500	1941-04-24	3860	A
USGS	02366500	1941-04-25	3760	A
USGS	02366500	1941-04-26	3760	A
USGS	02366500	1941-04-27	3860	A
USGS	02366500	1941-04-28	4060	A
USGS	02366500	1941-04-29	4170	A
USGS	02366500	1941-04-30	4060	A
USGS	02366500	1941-05-01	3860	A
USGS	02366500	1941-05-02	3560	A
USGS	02366500	1941-05-03	3280	A
USGS	02366500	1941-05-04	3100	A
USGS	02366500	1941-05-05	2940	A
USGS	02366500	1941-05-06	2780	A
USGS	02366500	1941-05-07	2780	A
USGS	02366500	1941-05-08	2780	A
USGS	02366500	1941-05-09	2940	A
USGS	02366500	1941-05-10	3190	A
USGS	02366500	1941-05-11	3280	A
USGS	02366500	1941-05-12	3190	A
USGS	02366500	1941-05-13	2940	A
USGS	02366500	1941-05-14	2710	A
USGS	02366500	1941-05-15	2500	A
USGS	02366500	1941-05-16	2430	A
USGS	02366500	1941-05-17	2370	A
USGS	02366500	1941-05-18	2310	A
USGS	02366500	1941-05-19	2250	A
USGS	02366500	1941-05-20	2190	A
USGS	02366500	1941-05-21	2190	A
USGS	02366500	1941-05-22	2130	A
USGS	02366500	1941-05-23	2080	A
USGS	02366500	1941-05-24	2130	A
USGS	02366500	1941-05-25	2080	A
USGS	02366500	1941-05-26	2080	A
USGS	02366500	1941-05-27	2030	A
USGS	02366500	1941-05-28	2030	A
USGS	02366500	1941-05-29	1980	A
USGS	02366500	1941-05-30	1930	A
USGS	02366500	1941-05-31	1930	A
USGS	02366500	1941-06-01	1880	A
USGS	02366500	1941-06-02	1880	A
USGS	02366500	1941-06-03	1880	A
USGS	02366500	1941-06-04	1930	A
USGS	02366500	1941-06-05	1930	A
USGS	02366500	1941-06-06	1930	A
USGS	02366500	1941-06-07	1930	A
USGS	02366500	1941-06-08	1980	A
USGS	02366500	1941-06-09	1980	A
USGS	02366500	1941-06-10	1930	A
USGS	02366500	1941-06-11	1880	A
USGS	02366500	1941-06-12	1830	A
USGS	02366500	1941-06-13	1830	A
USGS	02366500	1941-06-14	1830	A
USGS	02366500	1941-06-15	1830	A
USGS	02366500	1941-06-16	1980	A
USGS	02366500	1941-06-17	2190	A
USGS	02366500	1941-06-18	2310	A
USGS	02366500	1941-06-19	2310	A
USGS	02366500	1941-06-20	2250	A
USGS	02366500	1941-06-21	2370	A
USGS	02366500	1941-06-22	2570	A
USGS	02366500	1941-06-23	2860	A
USGS	02366500	1941-06-24	3020	A
USGS	02366500	1941-06-25	3100	A
USGS	02366500	1941-06-26	2940	A
USGS	02366500	1941-06-27	2710	A
USGS	02366500	1941-06-28	2570	A
USGS	02366500	1941-06-29	2430	A
USGS	02366500	1941-06-30	2370	A
USGS	02366500	1941-07-01	2310	A
USGS	02366500	1941-07-02	2500	A
USGS	02366500	1941-07-03	2940	A
USGS	02366500	1941-07-04	3560	A
USGS	02366500	1941-07-05	3960	A
USGS	02366500	1941-07-06	4510	A
USGS	02366500	1941-07-07	5020	A
USGS	02366500	1941-07-08	5760	A
USGS	02366500	1941-07-09	6780	A
USGS	02366500	1941-07-10	7790	A
USGS	02366500	1941-07-11	8500	A
USGS	02366500	1941-07-12	9000	A
USGS	02366500	1941-07-13	9000	A
USGS	02366500	1941-07-14	8500	A
USGS	02366500	1941-07-15	7790	A
USGS	02366500	1941-07-16	6970	A
USGS	02366500	1941-07-17	6420	A
USGS	02366500	1941-07-18	6420	A
USGS	02366500	1941-07-19	6780	A
USGS	02366500	1941-07-20	7160	A
USGS	02366500	1941-07-21	7790	A
USGS	02366500	1941-07-22	8500	A
USGS	02366500	1941-07-23	8750	A
USGS	02366500	1941-07-24	8750	A
USGS	02366500	1941-07-25	8500	A
USGS	02366500	1941-07-26	8500	A
USGS	02366500	1941-07-27	8500	A
USGS	02366500	1941-07-28	8260	A
USGS	02366500	1941-07-29	7570	A
USGS	02366500	1941-07-30	7160	A
USGS	02366500	1941-07-31	6970	A
USGS	02366500	1941-08-01	6780	A
USGS	02366500	1941-08-02	6420	A
USGS	02366500	1941-08-03	5600	A
USGS	02366500	1941-08-04	4630	A
USGS	02366500	1941-08-05	3960	A
USGS	02366500	1941-08-06	3560	A
USGS	02366500	1941-08-07	3150	A
USGS	02366500	1941-08-08	3000	A
USGS	02366500	1941-08-09	3100	A
USGS	02366500	1941-08-10	3250	A
USGS	02366500	1941-08-11	3800	A
USGS	02366500	1941-08-12	4500	A
USGS	02366500	1941-08-13	5200	A
USGS	02366500	1941-08-14	5700	A
USGS	02366500	1941-08-15	6300	A
USGS	02366500	1941-08-16	6500	A
USGS	02366500	1941-08-17	6600	A
USGS	02366500	1941-08-18	6300	A
USGS	02366500	1941-08-19	6000	A
USGS	02366500	1941-08-20	5600	A
USGS	02366500	1941-08-21	5100	A
USGS	02366500	1941-08-22	4700	A
USGS	02366500	1941-08-23	4200	A
USGS	02366500	1941-08-24	3800	A
USGS	02366500	1941-08-25	3500	A
USGS	02366500	1941-08-26	3300	A
USGS	02366500	1941-08-27	3500	A
USGS	02366500	1941-08-28	3900	A
USGS	02366500	1941-08-29	4100	A
USGS	02366500	1941-08-30	4200	A
USGS	02366500	1941-08-31	4200	A
USGS	02366500	1941-09-01	4100	A
USGS	02366500	1941-09-02	3800	A
USGS	02366500	1941-09-03	3600	A
USGS	02366500	1941-09-04	3370	A
USGS	02366500	1941-09-05	3190	A
USGS	02366500	1941-09-06	3100	A
USGS	02366500	1941-09-07	2940	A
USGS	02366500	1941-09-08	2780	A
USGS	02366500	1941-09-09	2640	A
USGS	02366500	1941-09-10	2500	A
USGS	02366500	1941-09-11	2430	A
USGS	02366500	1941-09-12	2370	A
USGS	02366500	1941-09-13	2370	A
USGS	02366500	1941-09-14	2430	A
USGS	02366500	1941-09-15	2500	A
USGS	02366500	1941-09-16	2430	A
USGS	02366500	1941-09-17	2370	A
USGS	02366500	1941-09-18	2370	A
USGS	02366500	1941-09-19	2370	A
USGS	02366500	1941-09-20	2310	A
USGS	02366500	1941-09-21	2250	A
USGS	02366500	1941-09-22	2190	A
USGS	02366500	1941-09-23	2130	A
USGS	02366500	1941-09-24	2130	A
USGS	02366500	1941-09-25	2190	A
USGS	02366500	1941-09-26	2570	A
USGS	02366500	1941-09-27	3370	A
USGS	02366500	1941-09-28	4280	A
USGS	02366500	1941-09-29	4890	A
USGS	02366500	1941-09-30	5160	A
USGS	02366500	1941-10-01	5370	A
USGS	02366500	1941-10-02	5220	A
USGS	02366500	1941-10-03	4660	A
USGS	02366500	1941-10-04	4070	A
USGS	02366500	1941-10-05	3560	A
USGS	02366500	1941-10-06	3280	A
USGS	02366500	1941-10-07	3100	A
USGS	02366500	1941-10-08	2940	A
USGS	02366500	1941-10-09	2710	A
USGS	02366500	1941-10-10	2570	A
USGS	02366500	1941-10-11	2430	A
USGS	02366500	1941-10-12	2370	A
USGS	02366500	1941-10-13	2310	A
USGS	02366500	1941-10-14	2190	A
USGS	02366500	1941-10-15	2130	A
USGS	02366500	1941-10-16	2080	A
USGS	02366500	1941-10-17	2080	A
USGS	02366500	1941-10-18	2030	A
USGS	02366500	1941-10-19	2030	A
USGS	02366500	1941-10-20	2030	A
USGS	02366500	1941-10-21	2030	A
USGS	02366500	1941-10-22	1980	A
USGS	02366500	1941-10-23	1980	A
USGS	02366500	1941-10-24	1980	A
USGS	02366500	1941-10-25	1980	A
USGS	02366500	1941-10-26	1930	A
USGS	02366500	1941-10-27	1930	A
USGS	02366500	1941-10-28	1980	A
USGS	02366500	1941-10-29	1980	A
USGS	02366500	1941-10-30	1980	A
USGS	02366500	1941-10-31	1980	A
USGS	02366500	1941-11-01	2030	A
USGS	02366500	1941-11-02	2030	A
USGS	02366500	1941-11-03	2080	A
USGS	02366500	1941-11-04	2250	A
USGS	02366500	1941-11-05	2310	A
USGS	02366500	1941-11-06	2310	A
USGS	02366500	1941-11-07	2250	A
USGS	02366500	1941-11-08	2250	A
USGS	02366500	1941-11-09	2190	A
USGS	02366500	1941-11-10	2080	A
USGS	02366500	1941-11-11	2080	A
USGS	02366500	1941-11-12	2030	A
USGS	02366500	1941-11-13	2030	A
USGS	02366500	1941-11-14	2030	A
USGS	02366500	1941-11-15	2030	A
USGS	02366500	1941-11-16	2030	A
USGS	02366500	1941-11-17	1980	A
USGS	02366500	1941-11-18	1980	A
USGS	02366500	1941-11-19	1980	A
USGS	02366500	1941-11-20	1980	A
USGS	02366500	1941-11-21	1980	A
USGS	02366500	1941-11-22	1980	A
USGS	02366500	1941-11-23	2030	A
USGS	02366500	1941-11-24	2080	A
USGS	02366500	1941-11-25	2130	A
USGS	02366500	1941-11-26	2080	A
USGS	02366500	1941-11-27	2080	A
USGS	02366500	1941-11-28	2030	A
USGS	02366500	1941-11-29	2030	A
USGS	02366500	1941-11-30	2030	A
USGS	02366500	1941-12-01	2030	A
USGS	02366500	1941-12-02	2030	A
USGS	02366500	1941-12-03	2080	A
USGS	02366500	1941-12-04	2570	A
USGS	02366500	1941-12-05	3000	A
USGS	02366500	1941-12-06	3960	A
USGS	02366500	1941-12-07	4410	A
USGS	02366500	1941-12-08	4790	A
USGS	02366500	1941-12-09	4930	A
USGS	02366500	1941-12-10	4930	A
USGS	02366500	1941-12-11	4530	A
USGS	02366500	1941-12-12	4070	A
USGS	02366500	1941-12-13	3760	A
USGS	02366500	1941-12-14	3560	A
USGS	02366500	1941-12-15	3560	A
USGS	02366500	1941-12-16	3560	A
USGS	02366500	1941-12-17	3560	A
USGS	02366500	1941-12-18	3460	A
USGS	02366500	1941-12-19	3280	A
USGS	02366500	1941-12-20	3100	A
USGS	02366500	1941-12-21	2940	A
USGS	02366500	1941-12-22	2860	A
USGS	02366500	1941-12-23	3190	A
USGS	02366500	1941-12-24	4070	A
USGS	02366500	1941-12-25	5070	A
USGS	02366500	1941-12-26	5840	A
USGS	02366500	1941-12-27	6720	A
USGS	02366500	1941-12-28	8090	A
USGS	02366500	1941-12-29	10100	A
USGS	02366500	1941-12-30	12200	A
USGS	02366500	1941-12-31	13800	A
USGS	02366500	1942-01-01	14800	A
USGS	02366500	1942-01-02	15500	A
USGS	02366500	1942-01-03	22300	A
USGS	02366500	1942-01-04	30200	A
USGS	02366500	1942-01-05	35200	A
USGS	02366500	1942-01-06	35200	A
USGS	02366500	1942-01-07	33000	A
USGS	02366500	1942-01-08	30200	A
USGS	02366500	1942-01-09	26300	A
USGS	02366500	1942-01-10	22800	A
USGS	02366500	1942-01-11	19300	A
USGS	02366500	1942-01-12	16700	A
USGS	02366500	1942-01-13	14500	A
USGS	02366500	1942-01-14	12500	A
USGS	02366500	1942-01-15	11100	A
USGS	02366500	1942-01-16	10100	A
USGS	02366500	1942-01-17	9160	A
USGS	02366500	1942-01-18	8510	A
USGS	02366500	1942-01-19	8090	A
USGS	02366500	1942-01-20	7690	A
USGS	02366500	1942-01-21	7290	A
USGS	02366500	1942-01-22	6910	A
USGS	02366500	1942-01-23	6540	A
USGS	02366500	1942-01-24	6360	A
USGS	02366500	1942-01-25	6180	A
USGS	02366500	1942-01-26	5840	A
USGS	02366500	1942-01-27	5680	A
USGS	02366500	1942-01-28	5520	A
USGS	02366500	1942-01-29	5370	A
USGS	02366500	1942-01-30	5300	A
USGS	02366500	1942-01-31	5680	A
USGS	02366500	1942-02-01	6010	A
USGS	02366500	1942-02-02	6360	A
USGS	02366500	1942-02-03	6720	A
USGS	02366500	1942-02-04	6910	A
USGS	02366500	1942-02-05	7100	A
USGS	02366500	1942-02-06	7100	A
USGS	02366500	1942-02-07	6910	A
USGS	02366500	1942-02-08	6540	A
USGS	02366500	1942-02-09	6360	A
USGS	02366500	1942-02-10	6190	A
USGS	02366500	1942-02-11	6020	A
USGS	02366500	1942-02-12	5840	A
USGS	02366500	1942-02-13	5840	A
USGS	02366500	1942-02-14	6720	A
USGS	02366500	1942-02-15	7400	A
USGS	02366500	1942-02-16	8300	A
USGS	02366500	1942-02-17	9200	A
USGS	02366500	1942-02-18	10600	A
USGS	02366500	1942-02-19	12200	A
USGS	02366500	1942-02-20	17200	A
USGS	02366500	1942-02-21	20200	A
USGS	02366500	1942-02-22	22400	A
USGS	02366500	1942-02-23	23400	A
USGS	02366500	1942-02-24	22800	A
USGS	02366500	1942-02-25	21200	A
USGS	02366500	1942-02-26	19800	A
USGS	02366500	1942-02-27	18400	A
USGS	02366500	1942-02-28	16700	A
USGS	02366500	1942-03-01	15500	A
USGS	02366500	1942-03-02	15100	A
USGS	02366500	1942-03-03	14100	A
USGS	02366500	1942-03-04	13200	A
USGS	02366500	1942-03-05	12800	A
USGS	02366500	1942-03-06	13200	A
USGS	02366500	1942-03-07	14500	A
USGS	02366500	1942-03-08	16700	A
USGS	02366500	1942-03-09	18900	A
USGS	02366500	1942-03-10	19300	A
USGS	02366500	1942-03-11	19800	A
USGS	02366500	1942-03-12	19300	A
USGS	02366500	1942-03-13	18900	A
USGS	02366500	1942-03-14	17600	A
USGS	02366500	1942-03-15	16300	A
USGS	02366500	1942-03-16	15900	A
USGS	02366500	1942-03-17	16700	A
USGS	02366500	1942-03-18	17600	A
USGS	02366500	1942-03-19	17600	A
USGS	02366500	1942-03-20	17600	A
USGS	02366500	1942-03-21	17200	A
USGS	02366500	1942-03-22	16700	A
USGS	02366500	1942-03-23	16700	A
USGS	02366500	1942-03-24	17200	A
USGS	02366500	1942-03-25	18000	A
USGS	02366500	1942-03-26	18400	A
USGS	02366500	1942-03-27	18900	A
USGS	02366500	1942-03-28	19300	A
USGS	02366500	1942-03-29	18900	A
USGS	02366500	1942-03-30	18400	A
USGS	02366500	1942-03-31	18000	A
USGS	02366500	1942-04-01	17200	A
USGS	02366500	1942-04-02	15900	A
USGS	02366500	1942-04-03	14100	A
USGS	02366500	1942-04-04	12800	A
USGS	02366500	1942-04-05	11700	A
USGS	02366500	1942-04-06	10600	A
USGS	02366500	1942-04-07	9840	A
USGS	02366500	1942-04-08	9160	A
USGS	02366500	1942-04-09	8510	A
USGS	02366500	1942-04-10	8510	A
USGS	02366500	1942-04-11	8510	A
USGS	02366500	1942-04-12	8510	A
USGS	02366500	1942-04-13	9380	A
USGS	02366500	1942-04-14	11100	A
USGS	02366500	1942-04-15	14100	A
USGS	02366500	1942-04-16	16300	A
USGS	02366500	1942-04-17	16300	A
USGS	02366500	1942-04-18	14800	A
USGS	02366500	1942-04-19	13500	A
USGS	02366500	1942-04-20	11900	A
USGS	02366500	1942-04-21	10600	A
USGS	02366500	1942-04-22	9610	A
USGS	02366500	1942-04-23	8510	A
USGS	02366500	1942-04-24	7890	A
USGS	02366500	1942-04-25	7100	A
USGS	02366500	1942-04-26	6540	A
USGS	02366500	1942-04-27	6010	A
USGS	02366500	1942-04-28	5520	A
USGS	02366500	1942-04-29	5220	A
USGS	02366500	1942-04-30	4930	A
USGS	02366500	1942-05-01	4660	A
USGS	02366500	1942-05-02	4530	A
USGS	02366500	1942-05-03	4410	A
USGS	02366500	1942-05-04	4180	A
USGS	02366500	1942-05-05	4070	A
USGS	02366500	1942-05-06	3960	A
USGS	02366500	1942-05-07	3760	A
USGS	02366500	1942-05-08	3660	A
USGS	02366500	1942-05-09	3660	A
USGS	02366500	1942-05-10	3660	A
USGS	02366500	1942-05-11	3760	A
USGS	02366500	1942-05-12	3760	A
USGS	02366500	1942-05-13	3760	A
USGS	02366500	1942-05-14	3860	A
USGS	02366500	1942-05-15	4290	A
USGS	02366500	1942-05-16	4790	A
USGS	02366500	1942-05-17	5370	A
USGS	02366500	1942-05-18	5840	A
USGS	02366500	1942-05-19	6720	A
USGS	02366500	1942-05-20	7290	A
USGS	02366500	1942-05-21	7890	A
USGS	02366500	1942-05-22	7890	A
USGS	02366500	1942-05-23	7490	A
USGS	02366500	1942-05-24	6910	A
USGS	02366500	1942-05-25	6720	A
USGS	02366500	1942-05-26	6360	A
USGS	02366500	1942-05-27	6010	A
USGS	02366500	1942-05-28	5220	A
USGS	02366500	1942-05-29	4660	A
USGS	02366500	1942-05-30	4180	A
USGS	02366500	1942-05-31	3760	A
USGS	02366500	1942-06-01	3560	A
USGS	02366500	1942-06-02	3280	A
USGS	02366500	1942-06-03	3280	A
USGS	02366500	1942-06-04	3190	A
USGS	02366500	1942-06-05	3280	A
USGS	02366500	1942-06-06	3560	A
USGS	02366500	1942-06-07	3960	A
USGS	02366500	1942-06-08	4410	A
USGS	02366500	1942-06-09	5220	A
USGS	02366500	1942-06-10	6180	A
USGS	02366500	1942-06-11	7100	A
USGS	02366500	1942-06-12	7290	A
USGS	02366500	1942-06-13	7490	A
USGS	02366500	1942-06-14	7490	A
USGS	02366500	1942-06-15	7290	A
USGS	02366500	1942-06-16	7100	A
USGS	02366500	1942-06-17	6540	A
USGS	02366500	1942-06-18	6010	A
USGS	02366500	1942-06-19	5520	A
USGS	02366500	1942-06-20	5370	A
USGS	02366500	1942-06-21	5520	A
USGS	02366500	1942-06-22	6010	A
USGS	02366500	1942-06-23	6540	A
USGS	02366500	1942-06-24	6910	A
USGS	02366500	1942-06-25	7290	A
USGS	02366500	1942-06-26	8090	A
USGS	02366500	1942-06-27	9610	A
USGS	02366500	1942-06-28	11100	A
USGS	02366500	1942-06-29	11700	A
USGS	02366500	1942-06-30	11400	A
USGS	02366500	1942-07-01	11400	A
USGS	02366500	1942-07-02	9160	A
USGS	02366500	1942-07-03	8300	A
USGS	02366500	1942-07-04	7690	A
USGS	02366500	1942-07-05	7490	A
USGS	02366500	1942-07-06	8300	A
USGS	02366500	1942-07-07	10100	A
USGS	02366500	1942-07-08	11700	A
USGS	02366500	1942-07-09	12500	A
USGS	02366500	1942-07-10	13200	A
USGS	02366500	1942-07-11	13200	A
USGS	02366500	1942-07-12	12500	A
USGS	02366500	1942-07-13	11900	A
USGS	02366500	1942-07-14	11100	A
USGS	02366500	1942-07-15	10100	A
USGS	02366500	1942-07-16	8940	A
USGS	02366500	1942-07-17	8090	A
USGS	02366500	1942-07-18	7690	A
USGS	02366500	1942-07-19	7490	A
USGS	02366500	1942-07-20	7490	A
USGS	02366500	1942-07-21	7490	A
USGS	02366500	1942-07-22	7290	A
USGS	02366500	1942-07-23	6720	A
USGS	02366500	1942-07-24	6010	A
USGS	02366500	1942-07-25	5370	A
USGS	02366500	1942-07-26	5070	A
USGS	02366500	1942-07-27	5070	A
USGS	02366500	1942-07-28	5370	A
USGS	02366500	1942-07-29	6010	A
USGS	02366500	1942-07-30	6540	A
USGS	02366500	1942-07-31	6910	A
USGS	02366500	1942-08-01	6910	A
USGS	02366500	1942-08-02	6360	A
USGS	02366500	1942-08-03	5680	A
USGS	02366500	1942-08-04	5070	A
USGS	02366500	1942-08-05	4530	A
USGS	02366500	1942-08-06	4180	A
USGS	02366500	1942-08-07	4070	A
USGS	02366500	1942-08-08	4070	A
USGS	02366500	1942-08-09	4290	A
USGS	02366500	1942-08-10	4530	A
USGS	02366500	1942-08-11	5070	A
USGS	02366500	1942-08-12	5840	A
USGS	02366500	1942-08-13	6720	A
USGS	02366500	1942-08-14	7690	A
USGS	02366500	1942-08-15	8090	A
USGS	02366500	1942-08-16	7890	A
USGS	02366500	1942-08-17	7490	A
USGS	02366500	1942-08-18	6910	A
USGS	02366500	1942-08-19	6360	A
USGS	02366500	1942-08-20	6010	A
USGS	02366500	1942-08-21	6180	A
USGS	02366500	1942-08-22	6540	A
USGS	02366500	1942-08-23	7290	A
USGS	02366500	1942-08-24	8300	A
USGS	02366500	1942-08-25	9160	A
USGS	02366500	1942-08-26	9610	A
USGS	02366500	1942-08-27	9840	A
USGS	02366500	1942-08-28	9610	A
USGS	02366500	1942-08-29	9380	A
USGS	02366500	1942-08-30	8940	A
USGS	02366500	1942-08-31	8300	A
USGS	02366500	1942-09-01	7690	A
USGS	02366500	1942-09-02	6910	A
USGS	02366500	1942-09-03	6540	A
USGS	02366500	1942-09-04	6180	A
USGS	02366500	1942-09-05	6010	A
USGS	02366500	1942-09-06	5680	A
USGS	02366500	1942-09-07	5370	A
USGS	02366500	1942-09-08	5070	A
USGS	02366500	1942-09-09	4930	A
USGS	02366500	1942-09-10	4930	A
USGS	02366500	1942-09-11	4930	A
USGS	02366500	1942-09-12	4790	A
USGS	02366500	1942-09-13	4660	A
USGS	02366500	1942-09-14	4410	A
USGS	02366500	1942-09-15	4180	A
USGS	02366500	1942-09-16	4070	A
USGS	02366500	1942-09-17	3860	A
USGS	02366500	1942-09-18	3660	A
USGS	02366500	1942-09-19	3460	A
USGS	02366500	1942-09-20	3370	A
USGS	02366500	1942-09-21	3190	A
USGS	02366500	1942-09-22	3100	A
USGS	02366500	1942-09-23	2940	A
USGS	02366500	1942-09-24	2780	A
USGS	02366500	1942-09-25	2710	A
USGS	02366500	1942-09-26	2710	A
USGS	02366500	1942-09-27	4140	A
USGS	02366500	1942-09-28	5220	A
USGS	02366500	1942-09-29	6180	A
USGS	02366500	1942-09-30	7690	A
USGS	02366500	1942-10-01	9610	A
USGS	02366500	1942-10-02	11400	A
USGS	02366500	1942-10-03	12200	A
USGS	02366500	1942-10-04	11900	A
USGS	02366500	1942-10-05	10800	A
USGS	02366500	1942-10-06	9610	A
USGS	02366500	1942-10-07	8300	A
USGS	02366500	1942-10-08	7100	A
USGS	02366500	1942-10-09	6010	A
USGS	02366500	1942-10-10	5220	A
USGS	02366500	1942-10-11	4660	A
USGS	02366500	1942-10-12	4180	A
USGS	02366500	1942-10-13	3960	A
USGS	02366500	1942-10-14	3760	A
USGS	02366500	1942-10-15	3660	A
USGS	02366500	1942-10-16	3660	A
USGS	02366500	1942-10-17	3560	A
USGS	02366500	1942-10-18	3460	A
USGS	02366500	1942-10-19	3370	A
USGS	02366500	1942-10-20	3190	A
USGS	02366500	1942-10-21	3100	A
USGS	02366500	1942-10-22	3020	A
USGS	02366500	1942-10-23	2940	A
USGS	02366500	1942-10-24	2940	A
USGS	02366500	1942-10-25	2860	A
USGS	02366500	1942-10-26	2860	A
USGS	02366500	1942-10-27	2860	A
USGS	02366500	1942-10-28	2940	A
USGS	02366500	1942-10-29	3020	A
USGS	02366500	1942-10-30	3190	A
USGS	02366500	1942-10-31	3370	A
USGS	02366500	1942-11-01	3370	A
USGS	02366500	1942-11-02	3370	A
USGS	02366500	1942-11-03	3190	A
USGS	02366500	1942-11-04	3100	A
USGS	02366500	1942-11-05	3020	A
USGS	02366500	1942-11-06	2940	A
USGS	02366500	1942-11-07	2940	A
USGS	02366500	1942-11-08	2860	A
USGS	02366500	1942-11-09	2780	A
USGS	02366500	1942-11-10	2780	A
USGS	02366500	1942-11-11	2780	A
USGS	02366500	1942-11-12	2710	A
USGS	02366500	1942-11-13	2640	A
USGS	02366500	1942-11-14	2640	A
USGS	02366500	1942-11-15	2570	A
USGS	02366500	1942-11-16	2570	A
USGS	02366500	1942-11-17	2570	A
USGS	02366500	1942-11-18	2570	A
USGS	02366500	1942-11-19	2570	A
USGS	02366500	1942-11-20	2570	A
USGS	02366500	1942-11-21	2570	A
USGS	02366500	1942-11-22	2570	A
USGS	02366500	1942-11-23	2640	A
USGS	02366500	1942-11-24	2710	A
USGS	02366500	1942-11-25	2860	A
USGS	02366500	1942-11-26	3370	A
USGS	02366500	1942-11-27	3860	A
USGS	02366500	1942-11-28	4180	A
USGS	02366500	1942-11-29	4410	A
USGS	02366500	1942-11-30	4530	A
USGS	02366500	1942-12-01	4530	A
USGS	02366500	1942-12-02	4410	A
USGS	02366500	1942-12-03	4180	A
USGS	02366500	1942-12-04	3960	A
USGS	02366500	1942-12-05	3860	A
USGS	02366500	1942-12-06	3760	A
USGS	02366500	1942-12-07	3560	A
USGS	02366500	1942-12-08	3560	A
USGS	02366500	1942-12-09	3660	A
USGS	02366500	1942-12-10	3960	A
USGS	02366500	1942-12-11	4410	A
USGS	02366500	1942-12-12	4790	A
USGS	02366500	1942-12-13	4930	A
USGS	02366500	1942-12-14	5070	A
USGS	02366500	1942-12-15	5070	A
USGS	02366500	1942-12-16	5070	A
USGS	02366500	1942-12-17	4930	A
USGS	02366500	1942-12-18	4790	A
USGS	02366500	1942-12-19	4660	A
USGS	02366500	1942-12-20	4530	A
USGS	02366500	1942-12-21	4530	A
USGS	02366500	1942-12-22	4530	A
USGS	02366500	1942-12-23	4530	A
USGS	02366500	1942-12-24	4530	A
USGS	02366500	1942-12-25	4660	A
USGS	02366500	1942-12-26	4930	A
USGS	02366500	1942-12-27	5220	A
USGS	02366500	1942-12-28	5370	A
USGS	02366500	1942-12-29	5680	A
USGS	02366500	1942-12-30	5680	A
USGS	02366500	1942-12-31	5840	A
USGS	02366500	1943-01-01	6360	A
USGS	02366500	1943-01-02	7100	A
USGS	02366500	1943-01-03	8510	A
USGS	02366500	1943-01-04	10300	A
USGS	02366500	1943-01-05	11700	A
USGS	02366500	1943-01-06	11900	A
USGS	02366500	1943-01-07	11400	A
USGS	02366500	1943-01-08	10800	A
USGS	02366500	1943-01-09	10100	A
USGS	02366500	1943-01-10	9380	A
USGS	02366500	1943-01-11	8940	A
USGS	02366500	1943-01-12	9160	A
USGS	02366500	1943-01-13	10100	A
USGS	02366500	1943-01-14	11700	A
USGS	02366500	1943-01-15	13200	A
USGS	02366500	1943-01-16	13800	A
USGS	02366500	1943-01-17	13200	A
USGS	02366500	1943-01-18	11900	A
USGS	02366500	1943-01-19	10800	A
USGS	02366500	1943-01-20	9840	A
USGS	02366500	1943-01-21	9160	A
USGS	02366500	1943-01-22	8940	A
USGS	02366500	1943-01-23	9610	A
USGS	02366500	1943-01-24	14800	A
USGS	02366500	1943-01-25	25700	A
USGS	02366500	1943-01-26	32300	A
USGS	02366500	1943-01-27	32300	A
USGS	02366500	1943-01-28	29500	A
USGS	02366500	1943-01-29	25100	A
USGS	02366500	1943-01-30	21700	A
USGS	02366500	1943-01-31	19300	A
USGS	02366500	1943-02-01	18900	A
USGS	02366500	1943-02-02	19300	A
USGS	02366500	1943-02-03	18900	A
USGS	02366500	1943-02-04	17600	A
USGS	02366500	1943-02-05	15900	A
USGS	02366500	1943-02-06	14500	A
