# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2012-11-15 07:25:50 EST       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02313700 WACCASASSA RIVER NR GULF HAMMOCK, FLA.
# -----------------------------------------------------------------------------------
#
# Data provided for site 02313700
#    DD parameter statistic   Description
#    03   00060     00003     Discharge, cubic feet per second (Mean), (Tallahassee)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	03_00060_00003	03_00060_00003_cd
USGS	02313700	1971-11-02	221	A
USGS	02313700	1971-11-03	170	A
USGS	02313700	1971-11-04	138	A
USGS	02313700	1971-11-05	259	A
USGS	02313700	1971-11-06	169	A
USGS	02313700	1971-11-07	268	A
USGS	02313700	1971-11-08	244	A
USGS	02313700	1971-11-09	132	A
USGS	02313700	1971-11-10	298	A
USGS	02313700	1971-11-11	102	A
USGS	02313700	1971-11-12	166	A
USGS	02313700	1971-11-13	116	A
USGS	02313700	1971-11-14	132	A
USGS	02313700	1971-11-15	132	A
USGS	02313700	1971-11-16	79	A
USGS	02313700	1971-11-17	111	A
USGS	02313700	1971-11-18	84	A
USGS	02313700	1971-11-19	257	A
USGS	02313700	1971-11-20	211	A
USGS	02313700	1971-11-21	187	A
USGS	02313700	1971-11-22	219	A
USGS	02313700	1971-11-23	161	A
USGS	02313700	1971-11-24	155	A
USGS	02313700	1971-11-25	173	A
USGS	02313700	1971-11-26	31	A
USGS	02313700	1971-11-27	43	A
USGS	02313700	1971-11-28	53	A
USGS	02313700	1971-11-29	82	A
USGS	02313700	1971-11-30	249	A
USGS	02313700	1971-12-01	242	A
USGS	02313700	1971-12-02	174	A
USGS	02313700	1971-12-03	260	A
USGS	02313700	1971-12-04	500	A
USGS	02313700	1971-12-05	554	A
USGS	02313700	1971-12-06	467	A
USGS	02313700	1971-12-07	726	A
USGS	02313700	1971-12-08	618	A
USGS	02313700	1971-12-09	537	A
USGS	02313700	1971-12-10	511	A
USGS	02313700	1971-12-11	456	A
USGS	02313700	1971-12-12	473	A
USGS	02313700	1971-12-13	400	A
USGS	02313700	1971-12-14	376	A
USGS	02313700	1971-12-15	454	A
USGS	02313700	1971-12-16	574	A
USGS	02313700	1971-12-17	496	A
USGS	02313700	1971-12-18	347	A
USGS	02313700	1971-12-19	237	A
USGS	02313700	1971-12-20	180	A
USGS	02313700	1971-12-21	332	A
USGS	02313700	1971-12-22	386	A
USGS	02313700	1971-12-23	300	A
USGS	02313700	1971-12-24	366	A
USGS	02313700	1971-12-25	375	A
USGS	02313700	1971-12-26	354	A
USGS	02313700	1971-12-27	218	A
USGS	02313700	1971-12-28	346	A
USGS	02313700	1971-12-29	317	A
USGS	02313700	1971-12-30	189	A
USGS	02313700	1971-12-31	324	A
USGS	02313700	1972-01-01	260	A
USGS	02313700	1972-01-02	238	A
USGS	02313700	1972-01-03	192	A
USGS	02313700	1972-01-04	175	A
USGS	02313700	1972-01-05	221	A
USGS	02313700	1972-01-06	267	A
USGS	02313700	1972-01-07	250	A
USGS	02313700	1972-01-08	155	A
USGS	02313700	1972-01-09	195	A
USGS	02313700	1972-01-10	152	A
USGS	02313700	1972-01-11	244	A
USGS	02313700	1972-01-12	251	A
USGS	02313700	1972-01-13	212	A
USGS	02313700	1972-01-14	674	A
USGS	02313700	1972-01-15	612	A
USGS	02313700	1972-01-16	496	A
USGS	02313700	1972-01-17	551	A
USGS	02313700	1972-01-18	606	A
USGS	02313700	1972-01-19	533	A
USGS	02313700	1972-01-20	475	A
USGS	02313700	1972-01-21	370	A
USGS	02313700	1972-01-22	311	A
USGS	02313700	1972-01-23	580	A
USGS	02313700	1972-01-24	532	A
USGS	02313700	1972-01-25	632	A
USGS	02313700	1972-01-26	643	A
USGS	02313700	1972-01-27	572	A
USGS	02313700	1972-01-28	633	A
USGS	02313700	1972-01-29	568	A
USGS	02313700	1972-01-30	484	A
USGS	02313700	1972-01-31	536	A
USGS	02313700	1972-02-01	427	A
USGS	02313700	1972-02-02	682	A
USGS	02313700	1972-02-03	535	A
USGS	02313700	1972-02-04	929	A
USGS	02313700	1972-02-05	911	A
USGS	02313700	1972-02-06	829	A
USGS	02313700	1972-02-07	755	A
USGS	02313700	1972-02-08	803	A
USGS	02313700	1972-02-09	784	A
USGS	02313700	1972-02-10	740	A
USGS	02313700	1972-02-11	667	A
USGS	02313700	1972-02-12	563	A
USGS	02313700	1972-02-13	666	A
USGS	02313700	1972-02-14	681	A
USGS	02313700	1972-02-15	549	A
USGS	02313700	1972-02-16	581	A
USGS	02313700	1972-02-17	643	A
USGS	02313700	1972-02-18	484	A
USGS	02313700	1972-02-19	870	A
USGS	02313700	1972-02-20	722	A
USGS	02313700	1972-02-21	589	A
USGS	02313700	1972-02-22	537	A
USGS	02313700	1972-02-23	464	A
USGS	02313700	1972-02-24	428	A
USGS	02313700	1972-02-25	505	A
USGS	02313700	1972-02-26	512	A
USGS	02313700	1972-02-27	433	A
USGS	02313700	1972-02-28	435	A
USGS	02313700	1972-02-29	371	A
USGS	02313700	1972-03-01	316	A
USGS	02313700	1972-03-02	263	A
USGS	02313700	1972-03-03	275	A
USGS	02313700	1972-03-04	321	A
USGS	02313700	1972-03-05	365	A
USGS	02313700	1972-03-06	326	A
USGS	02313700	1972-03-07	328	A
USGS	02313700	1972-03-08	345	A
USGS	02313700	1972-03-09	302	A
USGS	02313700	1972-03-10	212	A
USGS	02313700	1972-03-11	238	A
USGS	02313700	1972-03-12	312	A
USGS	02313700	1972-03-13	248	A
USGS	02313700	1972-03-14	193	A
USGS	02313700	1972-03-15	243	A
USGS	02313700	1972-03-16	-0.80	A
USGS	02313700	1972-03-17	185	A
USGS	02313700	1972-03-18	147	A
USGS	02313700	1972-03-19	215	A
USGS	02313700	1972-03-20	148	A
USGS	02313700	1972-03-21	138	A
USGS	02313700	1972-03-22	169	A
USGS	02313700	1972-03-23	72	A
USGS	02313700	1972-03-24	175	A
USGS	02313700	1972-03-25	95	A
USGS	02313700	1972-03-26	242	A
USGS	02313700	1972-03-27	116	A
USGS	02313700	1972-03-28	98	A
USGS	02313700	1972-03-29	108	A
USGS	02313700	1972-03-30	212	A
USGS	02313700	1972-03-31	551	A
USGS	02313700	1972-04-01	1030	A
USGS	02313700	1972-04-02	1140	A
USGS	02313700	1972-04-03	1090	A
USGS	02313700	1972-04-04	982	A
USGS	02313700	1972-04-05	847	A
USGS	02313700	1972-04-06	731	A
USGS	02313700	1972-04-07	543	A
USGS	02313700	1972-04-08	616	A
USGS	02313700	1972-04-09	623	A
USGS	02313700	1972-04-10	411	A
USGS	02313700	1972-04-11	365	A
USGS	02313700	1972-04-12	316	A
USGS	02313700	1972-04-13	195	A
USGS	02313700	1972-04-14	181	A
USGS	02313700	1972-04-15	124	A
USGS	02313700	1972-04-16	190	A
USGS	02313700	1972-04-17	286	A
USGS	02313700	1972-04-18	246	A
USGS	02313700	1972-04-19	207	A
USGS	02313700	1972-04-20	208	A
USGS	02313700	1972-04-21	220	A
USGS	02313700	1972-04-22	85	A
USGS	02313700	1972-04-23	214	A
USGS	02313700	1972-04-24	167	A
USGS	02313700	1972-04-25	323	A
USGS	02313700	1972-04-26	236	A
USGS	02313700	1972-04-27	247	A
USGS	02313700	1972-04-28	184	A
USGS	02313700	1972-04-29	149	A
USGS	02313700	1972-04-30	120	A
USGS	02313700	1972-05-01	178	A
USGS	02313700	1972-05-02	205	A
USGS	02313700	1972-05-03	176	A
USGS	02313700	1972-05-04	257	A
USGS	02313700	1972-05-05	159	A
USGS	02313700	1972-05-06	68	A
USGS	02313700	1972-05-07	53	A
USGS	02313700	1972-05-08	38	A
USGS	02313700	1972-05-09	244	A
USGS	02313700	1972-05-10	194	A
USGS	02313700	1972-05-11	124	A
USGS	02313700	1972-05-12	85	A
USGS	02313700	1972-05-13	69	A
USGS	02313700	1972-05-14	98	A
USGS	02313700	1972-05-15	98	A
USGS	02313700	1972-05-16	333	A
USGS	02313700	1972-05-17	239	A
USGS	02313700	1972-05-18	225	A
USGS	02313700	1972-05-19	295	A
USGS	02313700	1972-05-20	297	A
USGS	02313700	1972-05-21	240	A
USGS	02313700	1972-05-22	449	A
USGS	02313700	1972-05-23	437	A
USGS	02313700	1972-05-24	411	A
USGS	02313700	1972-05-25	458	A
USGS	02313700	1972-05-26	427	A
USGS	02313700	1972-05-27	226	A
USGS	02313700	1972-05-28	127	A
USGS	02313700	1972-05-29	68	A
USGS	02313700	1972-05-30	219	A
USGS	02313700	1972-05-31	455	A
USGS	02313700	1972-06-01	494	A
USGS	02313700	1972-06-02	356	A
USGS	02313700	1972-06-03	218	A
USGS	02313700	1972-06-04	102	A
USGS	02313700	1972-06-05	85	A
USGS	02313700	1972-06-06	80	A
USGS	02313700	1972-06-07	174	A
USGS	02313700	1972-06-08	149	A
USGS	02313700	1972-06-09	102	A
USGS	02313700	1972-06-10	233	A
USGS	02313700	1972-06-11	452	A
USGS	02313700	1972-06-12	105	A
USGS	02313700	1972-06-13	49	A
USGS	02313700	1972-06-14	17	A
USGS	02313700	1972-06-15	94	A
USGS	02313700	1972-06-16	78	A
USGS	02313700	1972-06-17	85	A
USGS	02313700	1972-06-18	132	A
USGS	02313700	1972-06-19	-1410	A
USGS	02313700	1972-06-20	1180	A
USGS	02313700	1972-06-21	1890	A
USGS	02313700	1972-06-22	558	A
USGS	02313700	1972-06-23	532	A
USGS	02313700	1972-06-24	290	A
USGS	02313700	1972-06-25	202	A
USGS	02313700	1972-06-26	199	A
USGS	02313700	1972-06-27	156	A
USGS	02313700	1972-06-28	159	A
USGS	02313700	1972-06-29	215	A
USGS	02313700	1972-06-30	155	A
USGS	02313700	1972-07-01	180	A
USGS	02313700	1972-07-02	85	A
USGS	02313700	1972-07-03	92	A
USGS	02313700	1972-07-04	45	A
USGS	02313700	1972-07-05	70	A
USGS	02313700	1972-07-06	252	A
USGS	02313700	1972-07-07	167	A
USGS	02313700	1972-07-08	149	A
USGS	02313700	1972-07-09	99	A
USGS	02313700	1972-07-10	75	A
USGS	02313700	1972-07-11	66	A
USGS	02313700	1972-07-12	29	A
USGS	02313700	1972-07-13	55	A
USGS	02313700	1972-07-14	66	A
USGS	02313700	1972-07-15	161	A
USGS	02313700	1972-07-16	76	A
USGS	02313700	1972-07-17	108	A
USGS	02313700	1972-07-18	119	A
USGS	02313700	1972-07-19	196	A
USGS	02313700	1972-07-20	120	A
USGS	02313700	1972-07-21	178	A
USGS	02313700	1972-07-22	60	A
USGS	02313700	1972-07-23	89	A
USGS	02313700	1972-07-24	13	A
USGS	02313700	1972-07-25	57	A
USGS	02313700	1972-07-26	12	A
USGS	02313700	1972-07-27	102	A
USGS	02313700	1972-07-28	50	A
USGS	02313700	1972-07-29	-25	A
USGS	02313700	1972-07-30	6.3	A
USGS	02313700	1972-07-31	32	A
USGS	02313700	1972-08-01	188	A
USGS	02313700	1972-08-02	95	A
USGS	02313700	1972-08-03	186	A
USGS	02313700	1972-08-04	135	A
USGS	02313700	1972-08-05	113	A
USGS	02313700	1972-08-06	66	A
USGS	02313700	1972-08-07	11	A
USGS	02313700	1972-08-08	33	A
USGS	02313700	1972-08-09	46	A
USGS	02313700	1972-08-10	32	A
USGS	02313700	1972-08-11	85	A
USGS	02313700	1972-08-12	78	A
USGS	02313700	1972-08-13	70	A
USGS	02313700	1972-08-14	84	A
USGS	02313700	1972-08-15	185	A
USGS	02313700	1972-08-16	174	A
USGS	02313700	1972-08-17	152	A
USGS	02313700	1972-08-18	184	A
USGS	02313700	1972-08-19	204	A
USGS	02313700	1972-08-20	197	A
USGS	02313700	1972-08-21	252	A
USGS	02313700	1972-08-22	235	A
USGS	02313700	1972-08-23	308	A
USGS	02313700	1972-08-24	744	A
USGS	02313700	1972-08-25	959	A
USGS	02313700	1972-08-26	1120	A
USGS	02313700	1972-08-27	984	A
USGS	02313700	1972-08-28	1500	A
USGS	02313700	1972-08-29	1460	A
USGS	02313700	1972-08-30	1420	A
USGS	02313700	1972-08-31	1140	A
USGS	02313700	1972-09-01	867	A
USGS	02313700	1972-09-02	672	A
USGS	02313700	1972-09-03	524	A
USGS	02313700	1972-09-04	549	A
USGS	02313700	1972-09-05	376	A
USGS	02313700	1972-09-06	269	A
USGS	02313700	1972-09-07	253	A
USGS	02313700	1972-09-08	171	A
USGS	02313700	1972-09-09	157	A
USGS	02313700	1972-09-10	161	A
USGS	02313700	1972-09-11	105	A
USGS	02313700	1972-09-12	187	A
USGS	02313700	1972-09-13	108	A
USGS	02313700	1972-09-14	111	A
USGS	02313700	1972-09-15	84	A
USGS	02313700	1972-09-16	117	A
USGS	02313700	1972-09-17	188	A
USGS	02313700	1972-09-18	156	A
USGS	02313700	1972-09-19	135	A
USGS	02313700	1972-09-20	74	A
USGS	02313700	1972-09-21	85	A
USGS	02313700	1972-09-22	101	A
USGS	02313700	1972-09-23	91	A
USGS	02313700	1972-09-24	75	A
USGS	02313700	1972-09-25	93	A
USGS	02313700	1972-09-26	160	A
USGS	02313700	1972-09-27	66	A
USGS	02313700	1972-09-28	108	A
USGS	02313700	1972-09-29	44	A
USGS	02313700	1972-09-30	185	A
USGS	02313700	1972-10-01	133	A
USGS	02313700	1972-10-02	183	A
USGS	02313700	1972-10-03	133	A
USGS	02313700	1972-10-04	112	A
USGS	02313700	1972-10-05	55	A
USGS	02313700	1972-10-06	44	A
USGS	02313700	1972-10-07	41	A
USGS	02313700	1972-10-08	42	A
USGS	02313700	1972-10-09	9.5	A
USGS	02313700	1972-10-10	73	A
USGS	02313700	1972-10-11	76	A
USGS	02313700	1972-10-12	93	A
USGS	02313700	1972-10-13	74	A
USGS	02313700	1972-10-14	141	A
USGS	02313700	1972-10-15	137	A
USGS	02313700	1972-10-16	142	A
USGS	02313700	1972-10-17	105	A
USGS	02313700	1972-10-18	138	A
USGS	02313700	1972-10-19	77	A
USGS	02313700	1972-10-20	125	A
USGS	02313700	1972-10-21	67	A
USGS	02313700	1972-10-22	24	A
USGS	02313700	1972-10-23	-18	A
USGS	02313700	1972-10-24	-10	A
USGS	02313700	1972-10-25	77	A
USGS	02313700	1972-10-26	70	A
USGS	02313700	1972-10-27	4.3	A
USGS	02313700	1972-10-28	428	A
USGS	02313700	1972-10-29	166	A
USGS	02313700	1972-10-30	119	A
USGS	02313700	1972-10-31	65	A
USGS	02313700	1972-11-01	33	A
USGS	02313700	1972-11-02	15	A
USGS	02313700	1972-11-03	64	A
USGS	02313700	1972-11-04	107	A
USGS	02313700	1972-11-05	200	A
USGS	02313700	1972-11-06	181	A
USGS	02313700	1972-11-07	62	A
USGS	02313700	1972-11-08	126	A
USGS	02313700	1972-11-09	100	A
USGS	02313700	1972-11-10	103	A
USGS	02313700	1972-11-11	63	A
USGS	02313700	1972-11-12	119	A
USGS	02313700	1972-11-13	39	A
USGS	02313700	1972-11-14	150	A
USGS	02313700	1972-11-15	191	A
USGS	02313700	1972-11-16	63	A
USGS	02313700	1972-11-17	101	A
USGS	02313700	1972-11-18	35	A
USGS	02313700	1972-11-19	50	A
USGS	02313700	1972-11-20	377	A
USGS	02313700	1972-11-21	189	A
USGS	02313700	1972-11-22	133	A
USGS	02313700	1972-11-23	153	A
USGS	02313700	1972-11-24	139	A
USGS	02313700	1972-11-25	-189	A
USGS	02313700	1972-11-26	719	A
USGS	02313700	1972-11-27	322	A
USGS	02313700	1972-11-28	284	A
USGS	02313700	1972-11-29	295	A
USGS	02313700	1972-11-30	192	A
USGS	02313700	1972-12-01	530	A
USGS	02313700	1972-12-02	391	A
USGS	02313700	1972-12-03	315	A
USGS	02313700	1972-12-04	334	A
USGS	02313700	1972-12-05	219	A
USGS	02313700	1972-12-06	182	A
USGS	02313700	1972-12-07	242	A
USGS	02313700	1972-12-08	220	A
USGS	02313700	1972-12-09	183	A
USGS	02313700	1972-12-10	230	A
USGS	02313700	1972-12-11	183	A
USGS	02313700	1972-12-12	217	A
USGS	02313700	1972-12-13	150	A
USGS	02313700	1972-12-14	170	A
USGS	02313700	1972-12-15	24	A
USGS	02313700	1972-12-16	487	A
USGS	02313700	1972-12-17	168	A
USGS	02313700	1972-12-18	109	A
USGS	02313700	1972-12-19	74	A
USGS	02313700	1972-12-20	175	A
USGS	02313700	1972-12-21	167	A
USGS	02313700	1972-12-22	400	A
USGS	02313700	1972-12-23	516	A
USGS	02313700	1972-12-24	474	A
USGS	02313700	1972-12-25	427	A
USGS	02313700	1972-12-26	346	A
USGS	02313700	1972-12-27	349	A
USGS	02313700	1972-12-28	325	A
USGS	02313700	1972-12-29	217	A
USGS	02313700	1972-12-30	195	A
USGS	02313700	1972-12-31	275	A
USGS	02313700	1973-01-01	317	A
USGS	02313700	1973-01-02	365	A
USGS	02313700	1973-01-03	225	A
USGS	02313700	1973-01-04	172	A
USGS	02313700	1973-01-05	194	A
USGS	02313700	1973-01-06	140	A
USGS	02313700	1973-01-07	186	A
USGS	02313700	1973-01-08	230	A
USGS	02313700	1973-01-09	160	A
USGS	02313700	1973-01-10	208	A
USGS	02313700	1973-01-11	274	A
USGS	02313700	1973-01-12	266	A
USGS	02313700	1973-01-13	206	A
USGS	02313700	1973-01-14	182	A
USGS	02313700	1973-01-15	136	A
USGS	02313700	1973-01-16	211	A
USGS	02313700	1973-01-17	216	A
USGS	02313700	1973-01-18	255	A
USGS	02313700	1973-01-19	203	A
USGS	02313700	1973-01-20	220	A
USGS	02313700	1973-01-21	201	A
USGS	02313700	1973-01-22	328	A
USGS	02313700	1973-01-23	293	A
USGS	02313700	1973-01-24	414	A
USGS	02313700	1973-01-25	314	A
USGS	02313700	1973-01-26	190	A
USGS	02313700	1973-01-27	492	A
USGS	02313700	1973-01-28	334	A
USGS	02313700	1973-01-29	621	A
USGS	02313700	1973-01-30	475	A
USGS	02313700	1973-01-31	504	A
USGS	02313700	1973-02-01	410	A
USGS	02313700	1973-02-02	427	A
USGS	02313700	1973-02-03	584	A
USGS	02313700	1973-02-04	570	A
USGS	02313700	1973-02-05	531	A
USGS	02313700	1973-02-06	537	A
USGS	02313700	1973-02-07	509	A
USGS	02313700	1973-02-08	274	A
USGS	02313700	1973-02-09	260	A
USGS	02313700	1973-02-10	543	A
USGS	02313700	1973-02-11	468	A
USGS	02313700	1973-02-12	423	A
USGS	02313700	1973-02-13	383	A
USGS	02313700	1973-02-14	382	A
USGS	02313700	1973-02-15	628	A
USGS	02313700	1973-02-16	694	A
USGS	02313700	1973-02-17	758	A
USGS	02313700	1973-02-18	771	A
USGS	02313700	1973-02-19	541	A
USGS	02313700	1973-02-20	542	A
USGS	02313700	1973-02-21	606	A
USGS	02313700	1973-02-22	438	A
USGS	02313700	1973-02-23	490	A
USGS	02313700	1973-02-24	393	A
USGS	02313700	1973-02-25	387	A
USGS	02313700	1973-02-26	356	A
USGS	02313700	1973-02-27	329	A
USGS	02313700	1973-02-28	348	A
USGS	02313700	1973-03-01	230	A
USGS	02313700	1973-03-02	94	A
USGS	02313700	1973-03-03	217	A
USGS	02313700	1973-03-04	88	A
USGS	02313700	1973-03-05	218	A
USGS	02313700	1973-03-06	104	A
USGS	02313700	1973-03-07	263	A
USGS	02313700	1973-03-08	194	A
USGS	02313700	1973-03-09	201	A
USGS	02313700	1973-03-10	630	A
USGS	02313700	1973-03-11	893	A
USGS	02313700	1973-03-12	1240	A
USGS	02313700	1973-03-13	1090	A
USGS	02313700	1973-03-14	896	A
USGS	02313700	1973-03-15	722	A
USGS	02313700	1973-03-16	431	A
USGS	02313700	1973-03-17	716	A
USGS	02313700	1973-03-18	542	A
USGS	02313700	1973-03-19	502	A
USGS	02313700	1973-03-20	416	A
USGS	02313700	1973-03-21	658	A
USGS	02313700	1973-03-22	786	A
USGS	02313700	1973-03-23	797	A
USGS	02313700	1973-03-24	673	A
USGS	02313700	1973-03-25	264	A
USGS	02313700	1973-03-26	1090	A
USGS	02313700	1973-03-27	1370	A
USGS	02313700	1973-03-28	1140	A
USGS	02313700	1973-03-29	1160	A
USGS	02313700	1973-03-30	1130	A
USGS	02313700	1973-03-31	1180	A
USGS	02313700	1973-04-01	1240	A
USGS	02313700	1973-04-02	1240	A
USGS	02313700	1973-04-03	1040	A
USGS	02313700	1973-04-04	1180	A
USGS	02313700	1973-04-05	1340	A
USGS	02313700	1973-04-06	1060	A
USGS	02313700	1973-04-07	372	A
USGS	02313700	1973-04-08	1700	A
USGS	02313700	1973-04-09	1170	A
USGS	02313700	1973-04-10	1270	A
USGS	02313700	1973-04-11	1020	A
USGS	02313700	1973-04-12	869	A
USGS	02313700	1973-04-13	909	A
USGS	02313700	1973-04-14	768	A
USGS	02313700	1973-04-15	553	A
USGS	02313700	1973-04-16	476	A
USGS	02313700	1973-04-17	457	A
USGS	02313700	1973-04-18	420	A
USGS	02313700	1973-04-19	380	A
USGS	02313700	1973-04-20	340	A
USGS	02313700	1973-04-21	300	A
USGS	02313700	1973-04-22	260	A
USGS	02313700	1973-04-23	200	A
USGS	02313700	1973-04-24	180	A
USGS	02313700	1973-04-25	140	A
USGS	02313700	1973-04-26	120	A
USGS	02313700	1973-04-27	240	A
USGS	02313700	1973-04-28	160	A
USGS	02313700	1973-04-29	100	A
USGS	02313700	1973-04-30	80	A
USGS	02313700	1973-05-01	60	A
USGS	02313700	1973-05-02	40	A
USGS	02313700	1973-05-03	65	A
USGS	02313700	1973-05-04	126	A
USGS	02313700	1973-05-05	124	A
USGS	02313700	1973-05-06	87	A
USGS	02313700	1973-05-07	75	A
USGS	02313700	1973-05-08	11	A
USGS	02313700	1973-05-09	209	A
USGS	02313700	1973-05-10	133	A
USGS	02313700	1973-05-11	138	A
USGS	02313700	1973-05-12	148	A
USGS	02313700	1973-05-13	89	A
USGS	02313700	1973-05-14	60	A
USGS	02313700	1973-05-15	84	A
USGS	02313700	1973-05-16	90	A
USGS	02313700	1973-05-17	94	A
USGS	02313700	1973-05-18	94	A
USGS	02313700	1973-05-19	54	A
USGS	02313700	1973-05-20	99	A
USGS	02313700	1973-05-21	107	A
USGS	02313700	1973-05-22	101	A
USGS	02313700	1973-05-23	22	A
USGS	02313700	1973-05-24	-6.7	A
USGS	02313700	1973-05-25	153	A
USGS	02313700	1973-05-26	131	A
USGS	02313700	1973-05-27	3.6	A
USGS	02313700	1973-05-28	195	A
USGS	02313700	1973-05-29	252	A
USGS	02313700	1973-05-30	199	A
USGS	02313700	1973-05-31	16	A
USGS	02313700	1973-06-01	16	A
USGS	02313700	1973-06-02	185	A
USGS	02313700	1973-06-03	105	A
USGS	02313700	1973-06-04	163	A
USGS	02313700	1973-06-05	101	A
USGS	02313700	1973-06-06	157	A
USGS	02313700	1973-06-07	176	A
USGS	02313700	1973-06-08	24	A
USGS	02313700	1973-06-09	187	A
USGS	02313700	1973-06-10	154	A
USGS	02313700	1973-06-11	64	A
USGS	02313700	1973-06-12	85	A
USGS	02313700	1973-06-13	62	A
USGS	02313700	1973-06-14	58	A
USGS	02313700	1973-06-15	21	A
USGS	02313700	1973-06-16	67	A
USGS	02313700	1973-06-17	28	A
USGS	02313700	1973-06-18	25	A
USGS	02313700	1973-06-19	134	A
USGS	02313700	1973-06-20	242	A
USGS	02313700	1973-06-21	223	A
USGS	02313700	1973-06-22	230	A
USGS	02313700	1973-06-23	231	A
USGS	02313700	1973-06-24	172	A
USGS	02313700	1973-06-25	142	A
USGS	02313700	1973-06-26	205	A
USGS	02313700	1973-06-27	54	A
USGS	02313700	1973-06-28	25	A
USGS	02313700	1973-06-29	121	A
USGS	02313700	1973-06-30	45	A
USGS	02313700	1973-07-01	143	A
USGS	02313700	1973-07-02	61	A
USGS	02313700	1973-07-03	86	A
USGS	02313700	1973-07-04	28	A
USGS	02313700	1973-07-05	4.9	A
USGS	02313700	1973-07-06	56	A
USGS	02313700	1973-07-07	86	A
USGS	02313700	1973-07-08	275	A
USGS	02313700	1973-07-09	192	A
USGS	02313700	1973-07-10	70	A
USGS	02313700	1973-07-11	92	A
USGS	02313700	1973-07-12	146	A
USGS	02313700	1973-07-13	161	A
USGS	02313700	1973-07-14	-6.1	A
USGS	02313700	1973-07-15	196	A
USGS	02313700	1973-07-16	131	A
USGS	02313700	1973-07-17	59	A
USGS	02313700	1973-07-18	44	A
USGS	02313700	1973-07-19	95	A
USGS	02313700	1973-07-20	100	A
USGS	02313700	1973-07-21	64	A
USGS	02313700	1973-07-22	206	A
USGS	02313700	1973-07-23	15	A
USGS	02313700	1973-07-24	258	A
USGS	02313700	1973-07-25	52	A
USGS	02313700	1973-07-26	182	A
USGS	02313700	1973-07-27	38	A
USGS	02313700	1973-07-28	77	A
USGS	02313700	1973-07-29	90	A
USGS	02313700	1973-07-30	33	A
USGS	02313700	1973-07-31	21	A
USGS	02313700	1973-08-01	117	A
USGS	02313700	1973-08-02	394	A
USGS	02313700	1973-08-03	725	A
USGS	02313700	1973-08-04	486	A
USGS	02313700	1973-08-05	405	A
USGS	02313700	1973-08-06	432	A
USGS	02313700	1973-08-07	384	A
USGS	02313700	1973-08-08	443	A
USGS	02313700	1973-08-09	445	A
USGS	02313700	1973-08-10	373	A
USGS	02313700	1973-08-11	198	A
USGS	02313700	1973-08-12	246	A
USGS	02313700	1973-08-13	106	A
USGS	02313700	1973-08-14	-68	A
USGS	02313700	1973-08-15	30	A
USGS	02313700	1973-08-16	192	A
USGS	02313700	1973-08-17	112	A
USGS	02313700	1973-08-18	44	A
USGS	02313700	1973-08-19	167	A
USGS	02313700	1973-08-20	102	A
USGS	02313700	1973-08-21	40	A
USGS	02313700	1973-08-22	186	A
USGS	02313700	1973-08-23	237	A
USGS	02313700	1973-08-24	132	A
USGS	02313700	1973-08-25	147	A
USGS	02313700	1973-08-26	189	A
USGS	02313700	1973-08-27	146	A
USGS	02313700	1973-08-28	99	A
USGS	02313700	1973-08-29	40	A
USGS	02313700	1973-08-30	13	A
USGS	02313700	1973-08-31	87	A
USGS	02313700	1973-09-01	211	A
USGS	02313700	1973-09-02	303	A
USGS	02313700	1973-09-03	414	A
USGS	02313700	1973-09-04	410	A
USGS	02313700	1973-09-05	274	A
USGS	02313700	1973-09-06	405	A
USGS	02313700	1973-09-07	219	A
USGS	02313700	1973-09-08	85	A
USGS	02313700	1973-09-09	124	A
USGS	02313700	1973-09-10	102	A
USGS	02313700	1973-09-11	133	A
USGS	02313700	1973-09-12	155	A
USGS	02313700	1973-09-13	83	A
USGS	02313700	1973-09-14	103	A
USGS	02313700	1973-09-15	266	A
USGS	02313700	1973-09-16	174	A
USGS	02313700	1973-09-17	176	A
USGS	02313700	1973-09-18	212	A
USGS	02313700	1973-09-19	235	A
USGS	02313700	1973-09-20	205	A
USGS	02313700	1973-09-21	218	A
USGS	02313700	1973-09-22	202	A
USGS	02313700	1973-09-23	127	A
USGS	02313700	1973-09-24	67	A
USGS	02313700	1973-09-25	52	A
USGS	02313700	1973-09-26	96	A
USGS	02313700	1973-09-27	96	A
USGS	02313700	1973-09-28	52	A
USGS	02313700	1973-09-29	158	A
USGS	02313700	1973-09-30	139	A
USGS	02313700	1973-10-01	38	A
USGS	02313700	1973-10-02	86	A
USGS	02313700	1973-10-03	160	A
USGS	02313700	1973-10-04	197	A
USGS	02313700	1973-10-05	131	A
USGS	02313700	1973-10-06	106	A
USGS	02313700	1973-10-07	118	A
